No.;Time;;;
8640;112.811.443;112,811443;112,811851;0,000408
8641;112.811.851;112,811851;112,811851;0
8642;112.811.851;112,811851;112,811851;0
8643;112.811.851;112,811851;112,812058;0,000207
8644;112.812.058;112,812058;112,812151;9,3E-05
8645;112.812.151;112,812151;112,812206;5,5E-05
8646;112.812.206;112,812206;112,813043;0,000837
8647;112.813.043;112,813043;112,813043;0
8648;112.813.043;112,813043;112,813043;0
8649;112.813.043;112,813043;112,813043;0
8650;112.813.043;112,813043;112,813222;0,000179
8651;112.813.222;112,813222;112,822839;0,009617
8652;112.822.839;112,822839;112,822839;0
8653;112.822.839;112,822839;112,825626;0,002787
8654;112.825.626;112,825626;112,825626;0
8655;112.825.626;112,825626;112,825626;0
8656;112.825.626;112,825626;112,825886;0,00026
8657;112.825.886;112,825886;112,826237;0,000351
8658;112.826.237;112,826237;112,826237;0
8659;112.826.237;112,826237;112,826237;0
8660;112.826.237;112,826237;112,826237;0
8661;112.826.237;112,826237;112,826396;0,000159
8662;112.826.396;112,826396;112,827804;0,001408
8663;112.827.804;112,827804;112,827804;0
8664;112.827.804;112,827804;112,827804;0
8665;112.827.804;112,827804;112,827804;0
8666;112.827.804;112,827804;112,827804;0
8667;112.827.804;112,827804;112,827804;0
8668;112.827.804;112,827804;112,827804;0
8669;112.827.804;112,827804;112,828015;0,000211
8670;112.828.015;112,828015;112,829984;0,001969
8671;112.829.984;112,829984;112,829984;0
8672;112.829.984;112,829984;112,834015;0,004031
8673;112.834.015;112,834015;112,834015;0
8674;112.834.015;112,834015;112,836138;0,002123
8675;112.836.138;112,836138;112,836138;0
8676;112.836.138;112,836138;112,836138;0
8677;112.836.138;112,836138;112,836399;0,000261
8678;112.836.399;112,836399;112,836678;0,000279
8679;112.836.678;112,836678;112,836678;0
8680;112.836.678;112,836678;112,836678;0
8681;112.836.678;112,836678;112,836678;0
8682;112.836.678;112,836678;112,83682;0,000142
8683;112.836.820;112,83682;112,838007;0,001187
8684;112.838.007;112,838007;112,838142;0,000135
8685;112.838.142;112,838142;112,838142;0
8686;112.838.142;112,838142;112,839916;0,001774
8687;112.839.916;112,839916;112,844578;0,004662
8688;112.844.578;112,844578;112,851478;0,0069
8689;112.851.478;112,851478;112,8516;0,000122
8690;112.851.600;112,8516;112,851866;0,000266
8691;112.851.866;112,851866;112,851866;0
8692;112.851.866;112,851866;112,851866;0
8693;112.851.866;112,851866;112,852031;0,000165
8694;112.852.031;112,852031;112,854085;0,002054
8695;112.854.085;112,854085;112,854197;0,000112
8696;112.854.197;112,854197;112,867281;0,013084
8697;112.867.281;112,867281;112,882605;0,015324
8698;112.882.605;112,882605;112,886866;0,004261
8699;112.886.866;112,886866;112,891542;0,004676
8700;112.891.542;112,891542;112,891806;0,000264
8701;112.891.806;112,891806;112,891972;0,000166
8702;112.891.972;112,891972;112,891972;0
8703;112.891.972;112,891972;112,892817;0,000845
8704;112.892.817;112,892817;112,911926;0,019109
8705;112.911.926;112,911926;112,912171;0,000245
8706;112.912.171;112,912171;112,913588;0,001417
8707;112.913.588;112,913588;112,941551;0,027963
8708;112.941.551;112,941551;112,941551;0
8709;112.941.551;112,941551;112,941804;0,000253
8710;112.941.804;112,941804;112,949288;0,007484
8711;112.949.288;112,949288;112,949494;0,000206
8712;112.949.494;112,949494;112,966599;0,017105
8713;112.966.599;112,966599;112,966599;0
8714;112.966.599;112,966599;112,966881;0,000282
8715;112.966.881;112,966881;112,966881;0
8716;112.966.881;112,966881;112,967007;0,000126
8717;112.967.007;112,967007;112,967928;0,000921
8718;112.967.928;112,967928;112,967928;0
8719;112.967.928;112,967928;112,967928;0
8720;112.967.928;112,967928;112,967928;0
8721;112.967.928;112,967928;112,967928;0
8722;112.967.928;112,967928;112,967928;0
8723;112.967.928;112,967928;112,968117;0,000189
8724;112.968.117;112,968117;112,968993;0,000876
8725;112.968.993;112,968993;112,968993;0
8726;112.968.993;112,968993;112,969102;0,000109
8727;112.969.102;112,969102;112,974167;0,005065
8728;112.974.167;112,974167;112,981697;0,00753
8729;112.981.697;112,981697;112,981905;0,000208
8730;112.981.905;112,981905;112,985181;0,003276
8731;112.985.181;112,985181;112,985181;0
8732;112.985.181;112,985181;112,98542;0,000239
8733;112.985.420;112,98542;112,987146;0,001726
8734;112.987.146;112,987146;112,987146;0
8735;112.987.146;112,987146;112,987326;0,00018
8736;112.987.326;112,987326;112,988998;0,001672
8737;112.988.998;112,988998;112,988998;0
8738;112.988.998;112,988998;112,989184;0,000186
8739;112.989.184;112,989184;112,990416;0,001232
8740;112.990.416;112,990416;112,990416;0
8741;112.990.416;112,990416;112,990416;0
8742;112.990.416;112,990416;112,990416;0
8743;112.990.416;112,990416;112,990598;0,000182
8744;112.990.598;112,990598;112,99187;0,001272
8745;112.991.870;112,99187;112,99187;0
8746;112.991.870;112,99187;112,99205;0,00018
8747;112.992.050;112,99205;112,993036;0,000986
8748;112.993.036;112,993036;112,993036;0
8749;112.993.036;112,993036;112,993036;0
8750;112.993.036;112,993036;112,993266;0,00023
8751;112.993.266;112,993266;112,998325;0,005059
8752;112.998.325;112,998325;112,998325;0
8753;112.998.325;112,998325;112,99856;0,000235
8754;112.998.560;112,99856;112,999051;0,000491
8755;112.999.051;112,999051;112,999051;0
8756;112.999.051;112,999051;112,999162;0,000111
8757;112.999.162;112,999162;113,000765;0,001603
8758;113.000.765;113,000765;113,000765;0
8759;113.000.765;113,000765;113,000947;0,000182
8760;113.000.947;113,000947;113,001342;0,000395
8761;113.001.342;113,001342;113,001342;0
8762;113.001.342;113,001342;113,001459;0,000117
8763;113.001.459;113,001459;113,00265;0,001191
8764;113.002.650;113,00265;113,00265;0
8765;113.002.650;113,00265;113,002805;0,000155
8766;113.002.805;113,002805;113,003357;0,000552
8767;113.003.357;113,003357;113,003357;0
8768;113.003.357;113,003357;113,003474;0,000117
8769;113.003.474;113,003474;113,004507;0,001033
8770;113.004.507;113,004507;113,004507;0
8771;113.004.507;113,004507;113,004691;0,000184
8772;113.004.691;113,004691;113,005618;0,000927
8773;113.005.618;113,005618;113,005618;0
8774;113.005.618;113,005618;113,005763;0,000145
8775;113.005.763;113,005763;113,00629;0,000527
8776;113.006.290;113,00629;113,00629;0
8777;113.006.290;113,00629;113,006399;0,000109
8778;113.006.399;113,006399;113,007361;0,000962
8779;113.007.361;113,007361;113,007361;0
8780;113.007.361;113,007361;113,007489;0,000128
8781;113.007.489;113,007489;113,008604;0,001115
8782;113.008.604;113,008604;113,008604;0
8783;113.008.604;113,008604;113,008784;0,00018
8784;113.008.784;113,008784;113,009767;0,000983
8785;113.009.767;113,009767;113,009767;0
8786;113.009.767;113,009767;113,009913;0,000146
8787;113.009.913;113,009913;113,010517;0,000604
8788;113.010.517;113,010517;113,010517;0
8789;113.010.517;113,010517;113,010634;0,000117
8790;113.010.634;113,010634;113,011796;0,001162
8791;113.011.796;113,011796;113,011796;0
8792;113.011.796;113,011796;113,011942;0,000146
8793;113.011.942;113,011942;113,012895;0,000953
8794;113.012.895;113,012895;113,012895;0
8795;113.012.895;113,012895;113,013041;0,000146
8796;113.013.041;113,013041;113,01402;0,000979
8797;113.014.020;113,01402;113,01402;0
8798;113.014.020;113,01402;113,014144;0,000124
8799;113.014.144;113,014144;113,014605;0,000461
8800;113.014.605;113,014605;113,014605;0
8801;113.014.605;113,014605;113,014701;9,6E-05
8802;113.014.701;113,014701;113,015738;0,001037
8803;113.015.738;113,015738;113,015738;0
8804;113.015.738;113,015738;113,01589;0,000152
8805;113.015.890;113,01589;113,016779;0,000889
8806;113.016.779;113,016779;113,016779;0
8807;113.016.779;113,016779;113,016903;0,000124
8808;113.016.903;113,016903;113,017816;0,000913
8809;113.017.816;113,017816;113,017816;0
8810;113.017.816;113,017816;113,017922;0,000106
8811;113.017.922;113,017922;113,018807;0,000885
8812;113.018.807;113,018807;113,018807;0
8813;113.018.807;113,018807;113,018921;0,000114
8814;113.018.921;113,018921;113,0198;0,000879
8815;113.019.800;113,0198;113,0198;0
8816;113.019.800;113,0198;113,019929;0,000129
8817;113.019.929;113,019929;113,020872;0,000943
8818;113.020.872;113,020872;113,020872;0
8819;113.020.872;113,020872;113,021001;0,000129
8820;113.021.001;113,021001;113,022006;0,001005
8821;113.022.006;113,022006;113,022006;0
8822;113.022.006;113,022006;113,022153;0,000147
8823;113.022.153;113,022153;113,022565;0,000412
8824;113.022.565;113,022565;113,022565;0
8825;113.022.565;113,022565;113,022667;0,000102
8826;113.022.667;113,022667;113,023628;0,000961
8827;113.023.628;113,023628;113,023628;0
8828;113.023.628;113,023628;113,023775;0,000147
8829;113.023.775;113,023775;113,024199;0,000424
8830;113.024.199;113,024199;113,024199;0
8831;113.024.199;113,024199;113,024295;9,6E-05
8832;113.024.295;113,024295;113,02567;0,001375
8833;113.025.670;113,02567;113,02567;0
8834;113.025.670;113,02567;113,02567;0
8835;113.025.670;113,02567;113,02567;0
8836;113.025.670;113,02567;113,025845;0,000175
8837;113.025.845;113,025845;113,026286;0,000441
8838;113.026.286;113,026286;113,026286;0
8839;113.026.286;113,026286;113,026286;0
8840;113.026.286;113,026286;113,026402;0,000116
8841;113.026.402;113,026402;113,041718;0,015316
8842;113.041.718;113,041718;113,041718;0
8843;113.041.718;113,041718;113,041946;0,000228
8844;113.041.946;113,041946;113,101624;0,059678
8845;113.101.624;113,101624;113,105821;0,004197
8846;113.105.821;113,105821;113,141686;0,035865
8847;113.141.686;113,141686;113,239477;0,097791
8848;113.239.477;113,239477;113,27155;0,032073
8849;113.271.550;113,27155;113,27155;0
8850;113.271.550;113,27155;113,274044;0,002494
8851;113.274.044;113,274044;113,286438;0,012394
8852;113.286.438;113,286438;113,288899;0,002461
8853;113.288.899;113,288899;113,301569;0,01267
8854;113.301.569;113,301569;113,301569;0
8855;113.301.569;113,301569;113,307322;0,005753
8856;113.307.322;113,307322;113,351428;0,044106
8857;113.351.428;113,351428;113,351671;0,000243
8858;113.351.671;113,351671;113,353336;0,001665
8859;113.353.336;113,353336;113,383095;0,029759
8860;113.383.095;113,383095;113,383095;0
8861;113.383.095;113,383095;113,383359;0,000264
8862;113.383.359;113,383359;113,391422;0,008063
8863;113.391.422;113,391422;113,391559;0,000137
8864;113.391.559;113,391559;113,402051;0,010492
8865;113.402.051;113,402051;113,402051;0
8866;113.402.051;113,402051;113,402273;0,000222
8867;113.402.273;113,402273;113,420008;0,017735
8868;113.420.008;113,420008;113,422258;0,00225
8869;113.422.258;113,422258;113,435865;0,013607
8870;113.435.865;113,435865;113,46172;0,025855
8871;113.461.720;113,46172;113,461876;0,000156
8872;113.461.876;113,461876;113,462031;0,000155
8873;113.462.031;113,462031;113,464962;0,002931
8874;113.464.962;113,464962;113,471458;0,006496
8875;113.471.458;113,471458;113,511479;0,040021
8876;113.511.479;113,511479;113,566633;0,055154
8877;113.566.633;113,566633;113,567288;0,000655
8878;113.567.288;113,567288;113,581793;0,014505
8879;113.581.793;113,581793;113,581793;0
8880;113.581.793;113,581793;113,603462;0,021669
8881;113.603.462;113,603462;113,605665;0,002203
8882;113.605.665;113,605665;113,641856;0,036191
8883;113.641.856;113,641856;113,645267;0,003411
8884;113.645.267;113,645267;113,645984;0,000717
8885;113.645.984;113,645984;113,646077;9,3E-05
8886;113.646.077;113,646077;113,646371;0,000294
8887;113.646.371;113,646371;113,66281;0,016439
8888;113.662.810;113,66281;113,66281;0
8889;113.662.810;113,66281;113,66281;0
8890;113.662.810;113,66281;113,66495;0,00214
8891;113.664.950;113,66495;113,681563;0,016613
8892;113.681.563;113,681563;113,681885;0,000322
8893;113.681.885;113,681885;113,689527;0,007642
8894;113.689.527;113,689527;113,731392;0,041865
8895;113.731.392;113,731392;113,787868;0,056476
8896;113.787.868;113,787868;113,788192;0,000324
8897;113.788.192;113,788192;113,806121;0,017929
8898;113.806.121;113,806121;113,80631;0,000189
8899;113.806.310;113,80631;113,811726;0,005416
8900;113.811.726;113,811726;113,811726;0
8901;113.811.726;113,811726;113,817024;0,005298
8902;113.817.024;113,817024;113,818397;0,001373
8903;113.818.397;113,818397;113,818795;0,000398
8904;113.818.795;113,818795;113,824891;0,006096
8905;113.824.891;113,824891;113,825216;0,000325
8906;113.825.216;113,825216;113,829014;0,003798
8907;113.829.014;113,829014;113,829014;0
8908;113.829.014;113,829014;113,841779;0,012765
8909;113.841.779;113,841779;113,845304;0,003525
8910;113.845.304;113,845304;113,845304;0
8911;113.845.304;113,845304;113,845761;0,000457
8912;113.845.761;113,845761;113,847292;0,001531
8913;113.847.292;113,847292;113,850726;0,003434
8914;113.850.726;113,850726;113,85898;0,008254
8915;113.858.980;113,85898;113,861848;0,002868
8916;113.861.848;113,861848;113,862242;0,000394
8917;113.862.242;113,862242;113,865737;0,003495
8918;113.865.737;113,865737;113,880524;0,014787
8919;113.880.524;113,880524;113,881938;0,001414
8920;113.881.938;113,881938;113,881938;0
8921;113.881.938;113,881938;113,88205;0,000112
8922;113.882.050;113,88205;113,882314;0,000264
8923;113.882.314;113,882314;113,883701;0,001387
8924;113.883.701;113,883701;113,885019;0,001318
8925;113.885.019;113,885019;113,892019;0,007
8926;113.892.019;113,892019;113,892019;0
8927;113.892.019;113,892019;113,892019;0
8928;113.892.019;113,892019;113,892019;0
8929;113.892.019;113,892019;113,892437;0,000418
8930;113.892.437;113,892437;113,901686;0,009249
8931;113.901.686;113,901686;113,902321;0,000635
8932;113.902.321;113,902321;113,902321;0
8933;113.902.321;113,902321;113,902321;0
8934;113.902.321;113,902321;113,902321;0
8935;113.902.321;113,902321;113,902636;0,000315
8936;113.902.636;113,902636;113,907499;0,004863
8937;113.907.499;113,907499;113,911229;0,00373
8938;113.911.229;113,911229;113,912501;0,001272
8939;113.912.501;113,912501;113,91283;0,000329
8940;113.912.830;113,91283;113,914185;0,001355
8941;113.914.185;113,914185;113,921624;0,007439
8942;113.921.624;113,921624;113,922018;0,000394
8943;113.922.018;113,922018;113,922018;0
8944;113.922.018;113,922018;113,922018;0
8945;113.922.018;113,922018;113,922293;0,000275
8946;113.922.293;113,922293;113,928301;0,006008
8947;113.928.301;113,928301;113,931141;0,00284
8948;113.931.141;113,931141;113,934854;0,003713
8949;113.934.854;113,934854;113,934854;0
8950;113.934.854;113,934854;113,935813;0,000959
8951;113.935.813;113,935813;113,951739;0,015926
8952;113.951.739;113,951739;113,951739;0
8953;113.951.739;113,951739;113,951739;0
8954;113.951.739;113,951739;113,951739;0
8955;113.951.739;113,951739;113,952179;0,00044
8956;113.952.179;113,952179;113,952273;9,4E-05
8957;113.952.273;113,952273;113,954138;0,001865
8958;113.954.138;113,954138;113,954331;0,000193
8959;113.954.331;113,954331;113,956898;0,002567
8960;113.956.898;113,956898;113,956898;0
8961;113.956.898;113,956898;113,956898;0
8962;113.956.898;113,956898;113,957845;0,000947
8963;113.957.845;113,957845;113,971701;0,013856
8964;113.971.701;113,971701;113,971701;0
8965;113.971.701;113,971701;113,991884;0,020183
8966;113.991.884;113,991884;113,991884;0
8967;113.991.884;113,991884;113,992138;0,000254
8968;113.992.138;113,992138;114,001579;0,009441
8969;114.001.579;114,001579;114,001579;0
8970;114.001.579;114,001579;114,003862;0,002283
8971;114.003.862;114,003862;114,004318;0,000456
8972;114.004.318;114,004318;114,006125;0,001807
8973;114.006.125;114,006125;114,007303;0,001178
8974;114.007.303;114,007303;114,007303;0
8975;114.007.303;114,007303;114,018106;0,010803
8976;114.018.106;114,018106;114,018106;0
8977;114.018.106;114,018106;114,020313;0,002207
8978;114.020.313;114,020313;114,021574;0,001261
8979;114.021.574;114,021574;114,029485;0,007911
8980;114.029.485;114,029485;114,029685;0,0002
8981;114.029.685;114,029685;114,031659;0,001974
8982;114.031.659;114,031659;114,031659;0
8983;114.031.659;114,031659;114,031659;0
8984;114.031.659;114,031659;114,031994;0,000335
8985;114.031.994;114,031994;114,034029;0,002035
8986;114.034.029;114,034029;114,047648;0,013619
8987;114.047.648;114,047648;114,047648;0
8988;114.047.648;114,047648;114,050251;0,002603
8989;114.050.251;114,050251;114,051435;0,001184
8990;114.051.435;114,051435;114,051435;0
8991;114.051.435;114,051435;114,056055;0,00462
8992;114.056.055;114,056055;114,056904;0,000849
8993;114.056.904;114,056904;114,057963;0,001059
8994;114.057.963;114,057963;114,061674;0,003711
8995;114.061.674;114,061674;114,062029;0,000355
8996;114.062.029;114,062029;114,065944;0,003915
8997;114.065.944;114,065944;114,091451;0,025507
8998;114.091.451;114,091451;114,091451;0
8999;114.091.451;114,091451;114,091872;0,000421
9000;114.091.872;114,091872;114,093008;0,001136
9001;114.093.008;114,093008;114,093008;0
9002;114.093.008;114,093008;114,093292;0,000284
9003;114.093.292;114,093292;114,093526;0,000234
9004;114.093.526;114,093526;114,093526;0
9005;114.093.526;114,093526;114,09364;0,000114
9006;114.093.640;114,09364;114,0963;0,00266
9007;114.096.300;114,0963;114,0963;0
9008;114.096.300;114,0963;114,096461;0,000161
9009;114.096.461;114,096461;114,098278;0,001817
9010;114.098.278;114,098278;114,098628;0,00035
9011;114.098.628;114,098628;114,111524;0,012896
9012;114.111.524;114,111524;114,125313;0,013789
9013;114.125.313;114,125313;114,125433;0,00012
9014;114.125.433;114,125433;114,132022;0,006589
9015;114.132.022;114,132022;114,132022;0
9016;114.132.022;114,132022;114,132022;0
9017;114.132.022;114,132022;114,132293;0,000271
9018;114.132.293;114,132293;114,140183;0,00789
9019;114.140.183;114,140183;114,140386;0,000203
9020;114.140.386;114,140386;114,152064;0,011678
9021;114.152.064;114,152064;114,152064;0
9022;114.152.064;114,152064;114,156839;0,004775
9023;114.156.839;114,156839;114,156839;0
9024;114.156.839;114,156839;114,157358;0,000519
9025;114.157.358;114,157358;114,157358;0
9026;114.157.358;114,157358;114,157527;0,000169
9027;114.157.527;114,157527;114,171464;0,013937
9028;114.171.464;114,171464;114,171464;0
9029;114.171.464;114,171464;114,171707;0,000243
9030;114.171.707;114,171707;114,171815;0,000108
9031;114.171.815;114,171815;114,171815;0
9032;114.171.815;114,171815;114,171937;0,000122
9033;114.171.937;114,171937;114,182064;0,010127
9034;114.182.064;114,182064;114,184957;0,002893
9035;114.184.957;114,184957;114,211612;0,026655
9036;114.211.612;114,211612;114,21542;0,003808
9037;114.215.420;114,21542;114,221627;0,006207
9038;114.221.627;114,221627;114,221879;0,000252
9039;114.221.879;114,221879;114,221879;0
9040;114.221.879;114,221879;114,222022;0,000143
9041;114.222.022;114,222022;114,231748;0,009726
9042;114.231.748;114,231748;114,231748;0
9043;114.231.748;114,231748;114,231984;0,000236
9044;114.231.984;114,231984;114,232111;0,000127
9045;114.232.111;114,232111;114,232111;0
9046;114.232.111;114,232111;114,237504;0,005393
9047;114.237.504;114,237504;114,251589;0,014085
9048;114.251.589;114,251589;114,251793;0,000204
9049;114.251.793;114,251793;114,264073;0,01228
9050;114.264.073;114,264073;114,2771;0,013027
9051;114.277.100;114,2771;114,2771;0
9052;114.277.100;114,2771;114,277395;0,000295
9053;114.277.395;114,277395;114,277395;0
9054;114.277.395;114,277395;114,277507;0,000112
9055;114.277.507;114,277507;114,281562;0,004055
9056;114.281.562;114,281562;114,281816;0,000254
9057;114.281.816;114,281816;114,28473;0,002914
9058;114.284.730;114,28473;114,291407;0,006677
9059;114.291.407;114,291407;114,291614;0,000207
9060;114.291.614;114,291614;114,305291;0,013677
9061;114.305.291;114,305291;114,305291;0
9062;114.305.291;114,305291;114,305774;0,000483
9063;114.305.774;114,305774;114,305774;0
9064;114.305.774;114,305774;114,305923;0,000149
9065;114.305.923;114,305923;114,314123;0,0082
9066;114.314.123;114,314123;114,322077;0,007954
9067;114.322.077;114,322077;114,322077;0
9068;114.322.077;114,322077;114,322077;0
9069;114.322.077;114,322077;114,322305;0,000228
9070;114.322.305;114,322305;114,350038;0,027733
9071;114.350.038;114,350038;114,361472;0,011434
9072;114.361.472;114,361472;114,362176;0,000704
9073;114.362.176;114,362176;114,362176;0
9074;114.362.176;114,362176;114,362357;0,000181
9075;114.362.357;114,362357;114,368342;0,005985
9076;114.368.342;114,368342;114,371813;0,003471
9077;114.371.813;114,371813;114,383756;0,011943
9078;114.383.756;114,383756;114,409885;0,026129
9079;114.409.885;114,409885;114,410423;0,000538
9080;114.410.423;114,410423;114,431711;0,021288
9081;114.431.711;114,431711;114,431711;0
9082;114.431.711;114,431711;114,436844;0,005133
9083;114.436.844;114,436844;114,443218;0,006374
9084;114.443.218;114,443218;114,443218;0
9085;114.443.218;114,443218;114,461735;0,018517
9086;114.461.735;114,461735;114,461735;0
9087;114.461.735;114,461735;114,462077;0,000342
9088;114.462.077;114,462077;114,46563;0,003553
9089;114.465.630;114,46563;114,466443;0,000813
9090;114.466.443;114,466443;114,494318;0,027875
9091;114.494.318;114,494318;114,494318;0
9092;114.494.318;114,494318;114,494318;0
9093;114.494.318;114,494318;114,494631;0,000313
9094;114.494.631;114,494631;114,499249;0,004618
9095;114.499.249;114,499249;114,499249;0
9096;114.499.249;114,499249;114,499249;0
9097;114.499.249;114,499249;114,499739;0,00049
9098;114.499.739;114,499739;114,499932;0,000193
9099;114.499.932;114,499932;114,499932;0
9100;114.499.932;114,499932;114,500099;0,000167
9101;114.500.099;114,500099;114,514081;0,013982
9102;114.514.081;114,514081;114,514081;0
9103;114.514.081;114,514081;114,514302;0,000221
9104;114.514.302;114,514302;114,523959;0,009657
9105;114.523.959;114,523959;114,526778;0,002819
9106;114.526.778;114,526778;114,534438;0,00766
9107;114.534.438;114,534438;114,5602;0,025762
9108;114.560.200;114,5602;114,560404;0,000204
9109;114.560.404;114,560404;114,560404;0
9110;114.560.404;114,560404;114,562774;0,00237
9111;114.562.774;114,562774;114,564017;0,001243
9112;114.564.017;114,564017;114,564017;0
9113;114.564.017;114,564017;114,574666;0,010649
9114;114.574.666;114,574666;114,574666;0
9115;114.574.666;114,574666;114,578476;0,00381
9116;114.578.476;114,578476;114,578476;0
9117;114.578.476;114,578476;114,578805;0,000329
9118;114.578.805;114,578805;114,58208;0,003275
9119;114.582.080;114,58208;114,58322;0,00114
9120;114.583.220;114,58322;114,591621;0,008401
9121;114.591.621;114,591621;114,591621;0
9122;114.591.621;114,591621;114,603886;0,012265
9123;114.603.886;114,603886;114,604151;0,000265
9124;114.604.151;114,604151;114,621583;0,017432
9125;114.621.583;114,621583;114,621956;0,000373
9126;114.621.956;114,621956;114,623364;0,001408
9127;114.623.364;114,623364;114,623511;0,000147
9128;114.623.511;114,623511;114,637659;0,014148
9129;114.637.659;114,637659;114,661603;0,023944
9130;114.661.603;114,661603;114,665054;0,003451
9131;114.665.054;114,665054;114,681782;0,016728
9132;114.681.782;114,681782;114,681782;0
9133;114.681.782;114,681782;114,683649;0,001867
9134;114.683.649;114,683649;114,684786;0,001137
9135;114.684.786;114,684786;114,753128;0,068342
9136;114.753.128;114,753128;114,753128;0
9137;114.753.128;114,753128;114,753494;0,000366
9138;114.753.494;114,753494;114,77173;0,018236
9139;114.771.730;114,77173;114,77173;0
9140;114.771.730;114,77173;114,771996;0,000266
9141;114.771.996;114,771996;114,851621;0,079625
9142;114.851.621;114,851621;114,859837;0,008216
9143;114.859.837;114,859837;114,860639;0,000802
9144;114.860.639;114,860639;114,860639;0
9145;114.860.639;114,860639;114,885155;0,024516
9146;114.885.155;114,885155;114,885155;0
9147;114.885.155;114,885155;114,885619;0,000464
9148;114.885.619;114,885619;114,887308;0,001689
9149;114.887.308;114,887308;114,901625;0,014317
9150;114.901.625;114,901625;115,096944;0,195319
9151;115.096.944;115,096944;115,097191;0,000247
9152;115.097.191;115,097191;115,097486;0,000295
9153;115.097.486;115,097486;115,097486;0
9154;115.097.486;115,097486;115,097486;0
9155;115.097.486;115,097486;115,097657;0,000171
9156;115.097.657;115,097657;115,098675;0,001018
9157;115.098.675;115,098675;115,11177;0,013095
9158;115.111.770;115,11177;115,11177;0
9159;115.111.770;115,11177;115,111966;0,000196
9160;115.111.966;115,111966;115,131442;0,019476
9161;115.131.442;115,131442;115,137903;0,006461
9162;115.137.903;115,137903;115,137903;0
9163;115.137.903;115,137903;115,137903;0
9164;115.137.903;115,137903;115,137903;0
9165;115.137.903;115,137903;115,137903;0
9166;115.137.903;115,137903;115,137903;0
9167;115.137.903;115,137903;115,137903;0
9168;115.137.903;115,137903;115,137903;0
9169;115.137.903;115,137903;115,137903;0
9170;115.137.903;115,137903;115,137903;0
9171;115.137.903;115,137903;115,187378;0,049475
9172;115.187.378;115,187378;115,221498;0,03412
9173;115.221.498;115,221498;115,28924;0,067742
9174;115.289.240;115,28924;115,301647;0,012407
9175;115.301.647;115,301647;115,301647;0
9176;115.301.647;115,301647;115,301926;0,000279
9177;115.301.926;115,301926;115,305966;0,00404
9178;115.305.966;115,305966;115,305966;0
9179;115.305.966;115,305966;115,305966;0
9180;115.305.966;115,305966;115,306246;0,00028
9181;115.306.246;115,306246;115,321562;0,015316
9182;115.321.562;115,321562;115,322016;0,000454
9183;115.322.016;115,322016;115,322016;0
9184;115.322.016;115,322016;115,322188;0,000172
9185;115.322.188;115,322188;115,347461;0,025273
9186;115.347.461;115,347461;115,347461;0
9187;115.347.461;115,347461;115,347807;0,000346
9188;115.347.807;115,347807;115,363621;0,015814
9189;115.363.621;115,363621;115,363621;0
9190;115.363.621;115,363621;115,363886;0,000265
9191;115.363.886;115,363886;115,363886;0
9192;115.363.886;115,363886;115,363886;0
9193;115.363.886;115,363886;115,363886;0
9194;115.363.886;115,363886;115,363886;0
9195;115.363.886;115,363886;115,363886;0
9196;115.363.886;115,363886;115,363886;0
9197;115.363.886;115,363886;115,363886;0
9198;115.363.886;115,363886;115,363886;0
9199;115.363.886;115,363886;115,363886;0
9200;115.363.886;115,363886;115,363886;0
9201;115.363.886;115,363886;115,363886;0
9202;115.363.886;115,363886;115,363886;0
9203;115.363.886;115,363886;115,363886;0
9204;115.363.886;115,363886;115,363886;0
9205;115.363.886;115,363886;115,363886;0
9206;115.363.886;115,363886;115,363886;0
9207;115.363.886;115,363886;115,363886;0
9208;115.363.886;115,363886;115,363886;0
9209;115.363.886;115,363886;115,363886;0
9210;115.363.886;115,363886;115,408355;0,044469
9211;115.408.355;115,408355;115,431551;0,023196
9212;115.431.551;115,431551;115,450472;0,018921
9213;115.450.472;115,450472;115,451385;0,000913
9214;115.451.385;115,451385;115,4515;0,000115
9215;115.451.500;115,4515;115,472985;0,021485
9216;115.472.985;115,472985;115,485668;0,012683
9217;115.485.668;115,485668;115,487306;0,001638
9218;115.487.306;115,487306;115,487306;0
9219;115.487.306;115,487306;115,496173;0,008867
9220;115.496.173;115,496173;115,501513;0,00534
9221;115.501.513;115,501513;115,501513;0
9222;115.501.513;115,501513;115,501778;0,000265
9223;115.501.778;115,501778;115,5019;0,000122
9224;115.501.900;115,5019;115,51098;0,00908
9225;115.510.980;115,51098;115,531635;0,020655
9226;115.531.635;115,531635;115,573635;0,042
9227;115.573.635;115,573635;115,573635;0
9228;115.573.635;115,573635;115,573889;0,000254
9229;115.573.889;115,573889;115,573889;0
9230;115.573.889;115,573889;115,573889;0
9231;115.573.889;115,573889;115,573889;0
9232;115.573.889;115,573889;115,573889;0
9233;115.573.889;115,573889;115,573889;0
9234;115.573.889;115,573889;115,573889;0
9235;115.573.889;115,573889;115,573889;0
9236;115.573.889;115,573889;115,573889;0
9237;115.573.889;115,573889;115,573889;0
9238;115.573.889;115,573889;115,573889;0
9239;115.573.889;115,573889;115,573889;0
9240;115.573.889;115,573889;115,574205;0,000316
9241;115.574.205;115,574205;115,574205;0
9242;115.574.205;115,574205;115,574376;0,000171
9243;115.574.376;115,574376;115,574376;0
9244;115.574.376;115,574376;115,576622;0,002246
9245;115.576.622;115,576622;115,576622;0
9246;115.576.622;115,576622;115,576725;0,000103
9247;115.576.725;115,576725;115,576725;0
